Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,ProductId (Product),Product Id,Product,Profit,Sales,State,Total Expenses,Type
330,330,60,80,50,140,60,01-01-2011 00:00:00,336,80,Major Market,Central,19,1,Coffee,1,1,Amaretto,53,157,Ohio,48,Regular
614,614,60,80,50,140,57,01-01-2011 00:00:00,364,83,Major Market,Central,18,1,Coffee,2,2,Columbian,65,157,Ohio,43,Regular
513,513,60,90,20,150,63,01-01-2011 00:00:00,435,87,Major Market,Central,57,1,Coffee,3,3,Decaf Irish Cream,0,168,Ohio,91,Decaf
715,715,50,100,80,150,67,01-01-2011 00:00:00,400,113,Small Market,Central,20,1,Herbal Tea,8,8,Chamomile,109,201,Wisconsin,45,Decaf
608,608,20,50,50,70,33,01-01-2011 00:00:00,777,48,Small Market,Central,9,1,Herbal Tea,9,9,Lemon,44,91,Wisconsin,21,Decaf
608,608,50,80,50,130,61,01-01-2011 00:00:00,390,89,Small Market,Central,19,1,Tea,11,11,Darjeeling,73,168,Wisconsin,44,Regular
262,262,60,90,10,150,75,01-01-2011 00:00:00,522,105,Small Market,Central,68,1,Tea,12,12,Earl Grey,11,201,Wisconsin,103,Regular
262,262,80,90,50,170,69,01-01-2011 00:00:00,965,81,Small Market,Central,21,1,Espresso,5,5,Caffe Mocha,59,168,Wisconsin,45,Regular
715,715,50,70,50,120,48,01-01-2011 00:00:00,623,62,Small Market,Central,15,1,Espresso,6,6,Decaf Espresso,53,123,Wisconsin,29,Decaf
608,608,50,70,30,120,54,01-01-2011 00:00:00,312,66,Small Market,Central,20,1,Coffee,1,1,Amaretto,20,134,Wisconsin,56,Regular
715,715,80,110,20,190,79,01-01-2011 00:00:00,551,111,Small Market,Central,72,1,Coffee,2,2,Columbian,14,213,Wisconsin,107,Regular
414,414,80,100,60,180,77,01-01-2011 00:00:00,432,103,Small Market,Central,25,1,Coffee,3,3,Decaf Irish Cream,79,201,Wisconsin,55,Decaf
860,860,60,80,40,140,85,01-01-2011 00:00:00,494,105,Small Market,East,32,1,Herbal Tea,9,9,Lemon,62,213,Connecticut,68,Decaf
860,860,50,80,50,130,78,01-01-2011 00:00:00,965,92,Small Market,East,24,1,Herbal Tea,10,10,Mint,73,190,Connecticut,47,Decaf
959,959,50,80,60,130,50,01-01-2011 00:00:00,821,73,Small Market,East,14,1,Tea,11,11,Darjeeling,73,138,Connecticut,27,Regular
475,475,40,60,40,100,38,01-01-2011 00:00:00,777,56,Small Market,East,10,1,Tea,13,13,Green Tea,55,105,Connecticut,22,Regular
203,203,70,100,20,170,75,01-01-2011 00:00:00,522,105,Small Market,East,68,1,Espresso,5,5,Caffe Mocha,11,201,Connecticut,103,Regular
203,203,50,70,40,120,55,01-01-2011 00:00:00,312,75,Small Market,East,18,1,Espresso,6,6,Decaf Espresso,47,145,Connecticut,47,Decaf
959,959,110,180,130,290,124,01-01-2011 00:00:00,961,186,Small Market,East,40,1,Coffee,2,2,Columbian,179,347,Connecticut,75,Regular
850,850,30,50,30,80,48,01-01-2011 00:00:00,623,62,Major Market,East,15,1,Herbal Tea,8,8,Chamomile,53,123,Florida,29,Decaf
904,904,40,50,20,90,54,01-01-2011 00:00:00,312,66,Major Market,East,20,1,Herbal Tea,9,9,Lemon,20,134,Florida,56,Decaf
321,321,50,60,40,110,69,01-01-2011 00:00:00,965,81,Major Market,East,21,1,Herbal Tea,10,10,Mint,61,168,Florida,44,Decaf
239,239,30,50,40,80,32,01-01-2011 00:00:00,821,48,Major Market,East,8,1,Tea,11,11,Darjeeling,44,90,Florida,21,Regular
239,239,30,50,40,80,33,01-01-2011 00:00:00,777,48,Major Market,East,9,1,Tea,13,13,Green Tea,44,91,Florida,21,Regular
239,239,70,110,30,180,79,01-01-2011 00:00:00,551,111,Major Market,East,72,1,Espresso,5,5,Caffe Mocha,14,213,Florida,107,Regular
305,305,70,100,60,170,77,01-01-2011 00:00:00,432,103,Major Market,East,25,1,Espresso,6,6,Decaf Espresso,78,201,Florida,56,Decaf
813,813,80,110,70,190,84,01-01-2011 00:00:00,651,126,Major Market,East,27,1,Coffee,2,2,Columbian,106,235,Florida,61,Regular
386,386,80,110,70,190,84,01-01-2011 00:00:00,500,116,Major Market,East,26,1,Coffee,3,3,Decaf Irish Cream,104,224,Florida,51,Decaf
781,781,40,60,30,100,58,01-01-2011 00:00:00,338,72,Major Market,East,22,1,Herbal Tea,9,9,Lemon,26,145,Massachusetts,58,Decaf
781,781,30,50,40,80,32,01-01-2011 00:00:00,821,48,Major Market,East,8,1,Tea,11,11,Darjeeling,45,90,Massachusetts,20,Regular
978,978,30,50,40,80,32,01-01-2011 00:00:00,456,48,Major Market,East,8,1,Tea,13,13,Green Tea,45,90,Massachusetts,20,Regular
617,617,60,60,-10,120,63,01-01-2011 00:00:00,435,63,Major Market,East,57,1,Espresso,5,5,Caffe Mocha,-36,141,Massachusetts,90,Regular
617,617,160,170,110,330,170,01-01-2011 00:00:00,1091,171,Major Market,East,47,1,Espresso,7,7,Regular Espresso,156,382,Massachusetts,75,Regular
413,413,60,400,360,460,72,01-01-2011 00:00:00,558,422,Major Market,East,23,1,Coffee,2,2,Columbian,572,553,Massachusetts,58,Regular
603,603,20,30,0,50,34,01-01-2011 00:00:00,197,42,Small Market,East,12,1,Herbal Tea,9,9,Lemon,-6,85,New Hampshire,48,Decaf
603,603,10,30,20,40,18,01-01-2011 00:00:00,821,27,Small Market,East,5,1,Tea,11,11,Darjeeling,16,50,New Hampshire,18,Regular
603,603,10,30,20,40,17,01-01-2011 00:00:00,777,26,Small Market,East,4,1,Tea,13,13,Green Tea,17,48,New Hampshire,16,Regular
603,603,30,50,0,80,37,01-01-2011 00:00:00,261,53,Small Market,East,34,1,Espresso,5,5,Caffe Mocha,-16,101,New Hampshire,66,Regular
603,603,20,40,0,60,29,01-01-2011 00:00:00,169,36,Small Market,East,11,1,Espresso,7,7,Regular Espresso,-12,73,New Hampshire,46,Regular
603,603,30,50,30,80,38,01-01-2011 00:00:00,241,55,Small Market,East,12,1,Coffee,1,1,Amaretto,31,104,New Hampshire,37,Regular
603,603,40,70,40,110,48,01-01-2011 00:00:00,372,72,Small Market,East,15,1,Coffee,2,2,Columbian,39,134,New Hampshire,49,Regular
516,516,180,190,100,370,245,01-01-2011 00:00:00,1419,238,Major Market,East,93,1,Herbal Tea,9,9,Lemon,173,540,New York,133,Decaf
516,516,150,-10,-70,140,207,01-01-2011 00:00:00,965,-27,Major Market,East,64,1,Herbal Tea,10,10,Mint,-176,201,New York,90,Decaf
607,607,100,150,120,250,95,01-01-2011 00:00:00,821,139,Major Market,East,26,1,Tea,11,11,Darjeeling,157,262,New York,40,Regular
716,716,90,140,110,230,89,01-01-2011 00:00:00,777,130,Major Market,East,24,1,Tea,12,12,Earl Grey,146,245,New York,38,Regular
212,212,50,90,70,140,54,01-01-2011 00:00:00,456,80,Major Market,East,15,1,Tea,13,13,Green Tea,84,150,New York,27,Regular
516,516,100,-50,-170,50,105,01-01-2011 00:00:00,725,-44,Major Market,East,95,1,Espresso,5,5,Caffe Mocha,-268,68,New York,134,Regular
516,516,210,270,200,480,228,01-01-2011 00:00:00,1459,262,Major Market,East,63,1,Espresso,7,7,Regular Espresso,273,548,New York,91,Regular
518,518,260,380,260,640,271,01-01-2011 00:00:00,2101,407,Major Market,East,94,1,Coffee,2,2,Columbian,408,759,New York,152,Regular
318,318,40,60,40,100,49,01-01-2011 00:00:00,623,63,Small Market,South,16,1,Herbal Tea,8,8,Chamomile,55,125,Louisiana,29,Decaf
318,318,80,100,40,180,85,01-01-2011 00:00:00,494,105,Small Market,South,32,1,Herbal Tea,9,9,Lemon,62,213,Louisiana,68,Decaf
337,337,40,60,50,100,34,01-01-2011 00:00:00,777,51,Small Market,South,9,1,Coffee,2,2,Columbian,47,95,Louisiana,22,Regular
318,318,40,60,50,100,33,01-01-2011 00:00:00,777,48,Small Market,South,9,1,Coffee,3,3,Decaf Irish Cream,44,91,Louisiana,21,Decaf
504,504,60,90,10,150,75,01-01-2011 00:00:00,522,105,Small Market,South,68,1,Espresso,4,4,Caffe Latte,12,201,Louisiana,102,Regular
225,225,50,100,80,150,67,01-01-2011 00:00:00,400,113,Small Market,South,20,1,Espresso,5,5,Caffe Mocha,109,201,Louisiana,45,Regular
337,337,50,70,50,120,61,01-01-2011 00:00:00,390,89,Small Market,South,19,1,Espresso,6,6,Decaf Espresso,75,168,Louisiana,43,Decaf
505,505,10,30,20,40,18,01-01-2011 00:00:00,821,27,Small Market,South,5,1,Herbal Tea,8,8,Chamomile,17,50,New Mexico,17,Decaf
505,505,20,40,20,60,28,01-01-2011 00:00:00,965,34,Small Market,South,8,1,Herbal Tea,9,9,Lemon,6,69,New Mexico,32,Decaf
505,505,60,90,50,150,48,01-01-2011 00:00:00,372,72,Small Market,South,15,1,Coffee,2,2,Columbian,41,134,New Mexico,48,Regular
505,505,110,10,-30,120,88,01-01-2011 00:00:00,525,11,Small Market,South,27,1,Coffee,3,3,Decaf Irish Cream,-61,111,New Mexico,52,Decaf
505,505,20,30,0,50,29,01-01-2011 00:00:00,169,36,Small Market,South,11,1,Espresso,4,4,Caffe Latte,-12,73,New Mexico,46,Regular
505,505,30,40,-10,70,37,01-01-2011 00:00:00,261,53,Small Market,South,34,1,Espresso,5,5,Caffe Mocha,-16,101,New Mexico,66,Regular
505,505,30,40,10,70,35,01-01-2011 00:00:00,196,47,Small Market,South,11,1,Espresso,6,6,Decaf Espresso,14,92,New Mexico,40,Decaf
918,918,50,60,20,110,54,01-01-2011 00:00:00,312,66,Small Market,South,20,1,Herbal Tea,8,8,Chamomile,20,134,Oklahoma,56,Decaf
405,405,70,110,30,180,79,01-01-2011 00:00:00,551,111,Small Market,South,72,1,Herbal Tea,9,9,Lemon,16,213,Oklahoma,106,Decaf
580,580,50,70,50,120,44,01-01-2011 00:00:00,623,56,Small Market,South,14,1,Coffee,2,2,Columbian,45,112,Oklahoma,28,Regular
918,918,40,60,50,100,32,01-01-2011 00:00:00,821,48,Small Market,South,8,1,Coffee,3,3,Decaf Irish Cream,44,90,Oklahoma,21,Decaf
405,405,70,100,70,170,84,01-01-2011 00:00:00,500,116,Small Market,South,26,1,Espresso,4,4,Caffe Latte,103,224,Oklahoma,52,Regular
580,580,20,40,40,60,32,01-01-2011 00:00:00,456,48,Small Market,South,8,1,Espresso,5,5,Caffe Mocha,44,90,Oklahoma,21,Regular
405,405,70,110,70,180,84,01-01-2011 00:00:00,651,126,Small Market,South,27,1,Espresso,6,6,Decaf Espresso,104,235,Oklahoma,62,Decaf
281,281,50,80,50,130,60,01-01-2011 00:00:00,336,80,Major Market,South,19,1,Herbal Tea,8,8,Chamomile,51,157,Texas,49,Decaf
254,254,50,80,50,130,57,01-01-2011 00:00:00,364,83,Major Market,South,18,1,Herbal Tea,9,9,Lemon,65,157,Texas,43,Decaf
682,682,260,300,220,560,207,01-01-2011 00:00:00,965,245,Major Market,South,64,1,Coffee,2,2,Columbian,248,506,Texas,90,Regular
361,361,100,130,100,230,83,01-01-2011 00:00:00,623,107,Major Market,South,27,1,Coffee,3,3,Decaf Irish Cream,106,213,Texas,41,Decaf
806,806,60,90,50,150,72,01-01-2011 00:00:00,558,108,Major Market,South,23,1,Espresso,4,4,Caffe Latte,83,201,Texas,58,Regular
512,512,70,110,90,180,89,01-01-2011 00:00:00,777,130,Major Market,South,24,1,Espresso,5,5,Caffe Mocha,148,245,Texas,37,Regular
409,409,40,70,60,110,54,01-01-2011 00:00:00,456,80,Major Market,South,15,1,Espresso,6,6,Decaf Espresso,84,150,Texas,27,Decaf
435,435,30,50,30,80,38,01-01-2011 00:00:00,241,55,Small Market,West,12,1,Herbal Tea,8,8,Chamomile,33,104,Utah,36,Decaf
435,435,40,60,30,100,48,01-01-2011 00:00:00,372,72,Small Market,West,15,1,Herbal Tea,9,9,Lemon,39,134,Utah,49,Decaf
435,435,70,10,-30,80,88,01-01-2011 00:00:00,525,11,Small Market,West,27,1,Herbal Tea,10,10,Mint,-62,111,Utah,54,Decaf
435,435,20,40,0,60,37,01-01-2011 00:00:00,261,53,Small Market,West,34,1,Tea,11,11,Darjeeling,-16,101,Utah,66,Regular
801,801,20,30,10,50,35,01-01-2011 00:00:00,196,47,Small Market,West,11,1,Tea,12,12,Earl Grey,14,92,Utah,40,Regular
435,435,10,30,10,40,29,01-01-2011 00:00:00,169,36,Small Market,West,11,1,Tea,13,13,Green Tea,-14,73,Utah,47,Regular
435,435,40,70,50,110,50,01-01-2011 00:00:00,821,73,Small Market,West,14,1,Espresso,6,6,Decaf Espresso,73,138,Utah,27,Decaf
801,801,90,120,80,210,78,01-01-2011 00:00:00,965,92,Small Market,West,24,1,Coffee,1,1,Amaretto,73,190,Utah,47,Regular
435,435,60,100,70,160,55,01-01-2011 00:00:00,312,75,Small Market,West,18,1,Coffee,2,2,Columbian,47,145,Utah,47,Regular
801,801,100,130,70,230,85,01-01-2011 00:00:00,494,105,Small Market,West,32,1,Coffee,3,3,Decaf Irish Cream,61,213,Utah,69,Decaf
435,435,40,60,40,100,46,01-01-2011 00:00:00,777,68,Small Market,West,12,1,Espresso,4,4,Caffe Latte,69,128,Utah,25,Regular
435,435,40,60,40,100,49,01-01-2011 00:00:00,623,63,Small Market,West,16,1,Espresso,5,5,Caffe Mocha,53,125,Utah,30,Regular
650,650,80,120,100,200,95,01-01-2011 00:00:00,821,139,Major Market,West,26,1,Herbal Tea,8,8,Chamomile,159,262,California,39,Decaf
530,530,170,220,160,390,207,01-01-2011 00:00:00,965,245,Major Market,West,64,1,Herbal Tea,9,9,Lemon,249,506,California,89,Decaf
650,650,70,90,60,160,83,01-01-2011 00:00:00,623,107,Major Market,West,27,1,Herbal Tea,10,10,Mint,104,213,California,42,Decaf
562,562,50,90,80,140,89,01-01-2011 00:00:00,777,130,Major Market,West,24,1,Tea,11,11,Darjeeling,146,245,California,38,Regular
707,707,30,60,60,90,54,01-01-2011 00:00:00,456,80,Major Market,West,15,1,Tea,12,12,Earl Grey,84,150,California,27,Regular
650,650,40,80,50,120,72,01-01-2011 00:00:00,558,108,Major Market,West,23,1,Tea,13,13,Green Tea,84,201,California,57,Regular
951,951,220,300,200,520,234,01-01-2011 00:00:00,1310,312,Major Market,West,77,1,Espresso,6,6,Decaf Espresso,316,611,California,114,Decaf
209,209,110,70,30,180,95,01-01-2011 00:00:00,608,50,Major Market,West,30,1,Coffee,1,1,Amaretto,-3,162,California,55,Regular
949,949,340,500,370,840,271,01-01-2011 00:00:00,2101,407,Major Market,West,94,1,Coffee,2,2,Columbian,408,759,California,152,Regular
310,310,180,-40,-120,140,144,01-01-2011 00:00:00,862,-26,Major Market,West,47,1,Coffee,3,3,Decaf Irish Cream,-182,132,California,96,Decaf
323,323,210,220,150,430,228,01-01-2011 00:00:00,1459,228,Major Market,West,63,1,Espresso,4,4,Caffe Latte,218,510,California,92,Regular
530,530,100,140,20,240,105,01-01-2011 00:00:00,725,145,Major Market,West,95,1,Espresso,5,5,Caffe Mocha,26,280,California,134,Regular
775,775,90,130,30,220,105,01-01-2011 00:00:00,725,145,Small Market,West,95,1,Herbal Tea,8,8,Chamomile,25,280,Nevada,135,Decaf
775,775,120,180,120,300,144,01-01-2011 00:00:00,862,201,Small Market,West,47,1,Herbal Tea,9,9,Lemon,173,386,Nevada,94,Decaf
775,775,80,120,90,200,95,01-01-2011 00:00:00,608,139,Small Market,West,30,1,Herbal Tea,10,10,Mint,134,262,Nevada,56,Decaf
702,702,150,220,150,370,234,01-01-2011 00:00:00,1310,312,Small Market,West,77,1,Tea,11,11,Darjeeling,316,611,Nevada,114,Regular
775,775,150,160,100,310,228,01-01-2011 00:00:00,1459,228,Small Market,West,63,1,Tea,12,12,Earl Grey,220,510,Nevada,91,Regular
775,775,160,-160,-240,0,245,01-01-2011 00:00:00,1419,-245,Small Market,West,93,1,Tea,13,13,Green Tea,-552,19,Nevada,132,Regular
702,702,10,30,20,40,17,01-01-2011 00:00:00,777,26,Small Market,West,4,1,Espresso,6,6,Decaf Espresso,17,48,Nevada,16,Decaf
775,775,40,50,10,90,34,01-01-2011 00:00:00,197,42,Small Market,West,12,1,Coffee,2,2,Columbian,-5,85,Nevada,47,Regular
702,702,30,40,20,70,28,01-01-2011 00:00:00,965,34,Small Market,West,8,1,Coffee,3,3,Decaf Irish Cream,6,69,Nevada,32,Decaf
702,702,10,30,20,40,17,01-01-2011 00:00:00,777,26,Small Market,West,4,1,Espresso,4,4,Caffe Latte,17,48,Nevada,16,Regular
775,775,10,30,20,40,18,01-01-2011 00:00:00,821,27,Small Market,West,5,1,Espresso,5,5,Caffe Mocha,16,50,Nevada,18,Regular
503,503,30,40,40,70,36,01-01-2011 00:00:00,777,54,Small Market,West,10,1,Herbal Tea,8,8,Chamomile,51,101,Oregon,22,Decaf
503,503,30,50,30,80,44,01-01-2011 00:00:00,623,56,Small Market,West,14,1,Herbal Tea,9,9,Lemon,45,112,Oregon,28,Decaf
541,541,20,30,30,50,32,01-01-2011 00:00:00,456,48,Small Market,West,8,1,Tea,11,11,Darjeeling,44,90,Oregon,21,Regular
503,503,50,90,60,140,84,01-01-2011 00:00:00,651,126,Small Market,West,27,1,Tea,12,12,Earl Grey,106,235,Oregon,61,Regular
541,541,50,80,50,130,84,01-01-2011 00:00:00,500,116,Small Market,West,26,1,Tea,13,13,Green Tea,104,224,Oregon,51,Regular
971,971,160,160,100,320,170,01-01-2011 00:00:00,1091,171,Small Market,West,47,1,Espresso,6,6,Decaf Espresso,154,382,Oregon,76,Decaf
503,503,70,110,40,180,63,01-01-2011 00:00:00,435,87,Small Market,West,57,1,Coffee,1,1,Amaretto,2,168,Oregon,90,Regular
503,503,80,120,60,200,67,01-01-2011 00:00:00,400,93,Small Market,West,22,1,Coffee,2,2,Columbian,44,179,Oregon,68,Regular
971,971,70,100,70,170,57,01-01-2011 00:00:00,364,83,Small Market,West,18,1,Coffee,3,3,Decaf Irish Cream,65,157,Oregon,43,Decaf
503,503,50,70,20,120,58,01-01-2011 00:00:00,338,72,Small Market,West,22,1,Espresso,4,4,Caffe Latte,25,145,Oregon,59,Regular
503,503,50,80,50,130,60,01-01-2011 00:00:00,336,80,Small Market,West,19,1,Espresso,5,5,Caffe Mocha,51,157,Oregon,49,Regular
509,509,100,170,120,270,124,01-01-2011 00:00:00,961,186,Small Market,West,40,1,Herbal Tea,8,8,Chamomile,179,347,Washington,75,Decaf
360,360,20,50,50,70,34,01-01-2011 00:00:00,777,51,Small Market,West,9,1,Herbal Tea,9,9,Lemon,47,95,Washington,22,Decaf
253,253,40,80,50,120,67,01-01-2011 00:00:00,400,113,Small Market,West,20,1,Tea,11,11,Darjeeling,109,201,Washington,45,Regular
206,206,40,60,40,100,61,01-01-2011 00:00:00,390,89,Small Market,West,19,1,Tea,12,12,Earl Grey,75,168,Washington,43,Regular
425,425,40,80,20,120,75,01-01-2011 00:00:00,522,105,Small Market,West,68,1,Tea,13,13,Green Tea,12,201,Washington,102,Regular
206,206,40,60,40,100,48,01-01-2011 00:00:00,623,62,Small Market,West,15,1,Espresso,4,4,Caffe Latte,55,123,Washington,28,Regular
206,206,50,60,20,110,54,01-01-2011 00:00:00,312,66,Small Market,West,20,1,Espresso,5,5,Caffe Mocha,20,134,Washington,56,Regular
425,425,60,80,60,140,69,01-01-2011 00:00:00,965,81,Small Market,West,21,1,Espresso,6,6,Decaf Espresso,61,168,Washington,44,Decaf
206,206,60,100,70,160,53,01-01-2011 00:00:00,338,77,Small Market,West,16,1,Coffee,2,2,Columbian,59,145,Washington,41,Regular
509,509,90,140,60,230,79,01-01-2011 00:00:00,551,111,Small Market,West,72,1,Coffee,3,3,Decaf Irish Cream,14,213,Washington,107,Decaf
970,970,140,150,100,290,170,01-02-2011 00:00:00,1073,170,Major Market,Central,47,1,Herbal Tea,8,8,Chamomile,147,362,Colorado,71,Decaf
970,970,40,70,10,110,54,01-02-2011 00:00:00,427,75,Major Market,Central,49,1,Herbal Tea,9,9,Lemon,-4,137,Colorado,78,Decaf
719,719,50,70,40,120,60,01-02-2011 00:00:00,329,80,Major Market,Central,19,1,Herbal Tea,10,10,Mint,49,149,Colorado,47,Decaf
970,970,50,60,10,110,59,01-02-2011 00:00:00,331,73,Major Market,Central,22,1,Tea,11,11,Darjeeling,27,141,Colorado,55,Regular
970,970,50,60,30,110,62,01-02-2011 00:00:00,958,74,Major Market,Central,19,1,Tea,12,12,Earl Grey,50,145,Colorado,40,Regular
970,970,30,50,30,80,44,01-02-2011 00:00:00,618,56,Major Market,Central,14,1,Tea,13,13,Green Tea,45,107,Colorado,26,Regular
303,303,80,140,110,220,77,01-02-2011 00:00:00,449,112,Major Market,Central,21,1,Espresso,5,5,Caffe Mocha,119,201,Colorado,32,Regular
970,970,80,140,90,220,75,01-02-2011 00:00:00,549,114,Major Market,Central,24,1,Espresso,6,6,Decaf Espresso,88,201,Colorado,55,Decaf
720,720,100,150,120,250,99,01-02-2011 00:00:00,766,144,Major Market,Central,27,1,Coffee,1,1,Amaretto,156,259,Colorado,39,Regular
303,303,80,110,80,190,83,01-02-2011 00:00:00,613,107,Major Market,Central,27,1,Coffee,2,2,Columbian,101,202,Colorado,39,Regular
303,303,100,140,110,240,95,01-02-2011 00:00:00,809,137,Major Market,Central,26,1,Coffee,3,3,Decaf Irish Cream,147,247,Colorado,38,Decaf
630,630,80,130,110,210,99,01-02-2011 00:00:00,766,144,Major Market,Central,27,1,Herbal Tea,8,8,Chamomile,156,259,Illinois,39,Decaf
773,773,70,90,60,160,83,01-02-2011 00:00:00,613,107,Major Market,Central,27,1,Herbal Tea,9,9,Lemon,101,202,Illinois,39,Decaf
815,815,80,120,100,200,95,01-02-2011 00:00:00,809,137,Major Market,Central,26,1,Herbal Tea,10,10,Mint,147,247,Illinois,38,Decaf
708,708,60,100,80,160,77,01-02-2011 00:00:00,449,112,Major Market,Central,21,1,Tea,11,11,Darjeeling,117,201,Illinois,33,Regular
708,708,60,100,50,160,75,01-02-2011 00:00:00,549,114,Major Market,Central,24,1,Tea,12,12,Earl Grey,88,201,Illinois,55,Regular
815,815,270,370,260,640,234,01-02-2011 00:00:00,1282,311,Major Market,Central,77,1,Espresso,5,5,Caffe Mocha,298,581,Illinois,110,Regular
630,630,260,270,180,530,228,01-02-2011 00:00:00,1436,229,Major Market,Central,63,1,Espresso,6,6,Decaf Espresso,211,487,Illinois,87,Decaf
312,312,150,220,140,370,148,01-02-2011 00:00:00,844,206,Major Market,Central,48,1,Coffee,2,2,Columbian,171,377,Illinois,91,Regular
773,773,110,150,100,260,104,01-02-2011 00:00:00,596,150,Major Market,Central,33,1,Coffee,3,3,Decaf Irish Cream,141,271,Illinois,55,Decaf
563,563,200,270,190,470,234,01-02-2011 00:00:00,1282,311,Small Market,Central,77,1,Herbal Tea,8,8,Chamomile,298,581,Iowa,110,Decaf
712,712,80,140,110,220,104,01-02-2011 00:00:00,596,150,Small Market,Central,33,1,Herbal Tea,9,9,Lemon,141,271,Iowa,55,Decaf
641,641,190,210,140,400,228,01-02-2011 00:00:00,1436,229,Small Market,Central,63,1,Tea,11,11,Darjeeling,209,487,Iowa,88,Regular
641,641,200,260,150,460,240,01-02-2011 00:00:00,1391,294,Small Market,Central,91,1,Tea,12,12,Earl Grey,251,569,Iowa,125,Regular
712,712,20,30,20,50,19,01-02-2011 00:00:00,774,28,Small Market,Central,5,1,Espresso,5,5,Caffe Mocha,16,50,Iowa,17,Regular
319,319,0,50,40,50,0,01-02-2011 00:00:00,774,43,Small Market,Central,0,1,Espresso,6,6,Decaf Espresso,47,46,Iowa,11,Decaf
319,319,10,30,20,40,18,01-02-2011 00:00:00,818,27,Small Market,Central,5,1,Coffee,1,1,Amaretto,15,48,Iowa,17,Regular
641,641,20,40,20,60,28,01-02-2011 00:00:00,961,35,Small Market,Central,8,1,Coffee,2,2,Columbian,9,67,Iowa,29,Regular
641,641,20,30,20,50,23,01-02-2011 00:00:00,620,31,Small Market,Central,7,1,Coffee,3,3,Decaf Irish Cream,18,58,Iowa,19,Decaf
573,573,30,60,10,90,43,01-02-2011 00:00:00,256,61,Small Market,Central,39,1,Herbal Tea,8,8,Chamomile,-12,111,Missouri,69,Decaf
573,573,70,10,-20,80,84,01-02-2011 00:00:00,625,18,Small Market,Central,26,1,Herbal Tea,9,9,Lemon,-47,109,Missouri,50,Decaf
417,417,30,40,10,70,35,01-02-2011 00:00:00,191,47,Small Market,Central,11,1,Tea,11,11,Darjeeling,13,87,Missouri,38,Regular
573,573,20,30,-10,50,30,01-02-2011 00:00:00,165,38,Small Market,Central,11,1,Tea,12,12,Earl Grey,-10,72,Missouri,45,Regular
573,573,20,40,0,60,33,01-02-2011 00:00:00,193,41,Small Market,Central,12,1,Tea,13,13,Green Tea,-6,79,Missouri,45,Regular
314,314,50,90,70,140,50,01-02-2011 00:00:00,814,73,Small Market,Central,14,1,Espresso,5,5,Caffe Mocha,71,131,Missouri,25,Regular
636,636,40,80,60,120,42,01-02-2011 00:00:00,771,61,Small Market,Central,11,1,Espresso,6,6,Decaf Espresso,56,110,Missouri,23,Decaf
573,573,90,110,50,200,86,01-02-2011 00:00:00,484,107,Small Market,Central,32,1,Coffee,2,2,Columbian,62,206,Missouri,65,Regular
636,636,70,100,60,170,75,01-02-2011 00:00:00,956,90,Small Market,Central,23,1,Coffee,3,3,Decaf Irish Cream,68,176,Missouri,44,Decaf
419,419,10,30,30,40,22,01-02-2011 00:00:00,452,34,Major Market,Central,6,1,Herbal Tea,8,8,Chamomile,25,60,Ohio,17,Decaf
513,513,20,50,50,70,32,01-02-2011 00:00:00,817,48,Major Market,Central,8,1,Herbal Tea,9,9,Lemon,42,85,Ohio,20,Decaf
614,614,60,110,60,170,80,01-02-2011 00:00:00,640,120,Major Market,Central,26,1,Tea,11,11,Darjeeling,92,213,Ohio,58,Regular
740,740,70,110,70,180,86,01-02-2011 00:00:00,490,120,Major Market,Central,26,1,Tea,12,12,Earl Grey,105,220,Ohio,49,Regular
513,513,190,210,140,400,170,01-02-2011 00:00:00,1073,170,Major Market,Central,47,1,Espresso,5,5,Caffe Mocha,145,362,Ohio,72,Regular
513,513,60,90,40,150,59,01-02-2011 00:00:00,331,73,Major Market,Central,22,1,Espresso,6,6,Decaf Espresso,27,141,Ohio,55,Decaf
330,330,60,80,50,140,60,01-02-2011 00:00:00,329,80,Major Market,Central,19,1,Coffee,1,1,Amaretto,49,149,Ohio,47,Regular
330,330,50,80,50,130,52,01-02-2011 00:00:00,357,76,Major Market,Central,16,1,Coffee,2,2,Columbian,56,136,Ohio,38,Regular
513,513,50,80,20,130,54,01-02-2011 00:00:00,427,75,Major Market,Central,49,1,Coffee,3,3,Decaf Irish Cream,-4,137,Ohio,78,Decaf
715,715,50,100,80,150,65,01-02-2011 00:00:00,372,109,Small Market,Central,20,1,Herbal Tea,8,8,Chamomile,98,185,Wisconsin,43,Decaf
920,920,40,60,50,100,47,01-02-2011 00:00:00,772,68,Small Market,Central,13,1,Herbal Tea,9,9,Lemon,64,123,Wisconsin,25,Decaf
715,715,40,80,50,120,56,01-02-2011 00:00:00,382,81,Small Market,Central,17,1,Tea,11,11,Darjeeling,61,146,Wisconsin,40,Regular
920,920,50,80,10,130,65,01-02-2011 00:00:00,513,90,Small Market,Central,58,1,Tea,12,12,Earl Grey,4,165,Wisconsin,87,Regular
262,262,80,100,60,180,70,01-02-2011 00:00:00,957,84,Small Market,Central,21,1,Espresso,5,5,Caffe Mocha,62,164,Wisconsin,42,Regular
